Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/11/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,FL,32067,,Consent not provided,Web,08/11/2015,Closed with explanation,Yes,No,1512215
08/05/2015,Credit card,,Credit determination,,"On XXXX XXXX I received an email fro XXXX XXXX that I had a delinquent account. I found out from their web site that the account was with THD/CB, which means The Home Depot / CitiBank. 
Home Depot Credit said the XXXX statement was returned to them by the post office. No attempts were made to contact me at all., I asked why, and the supervisor told me they do n't, legally, have to do it. They said they blocked my account and that if I had gone into the store and tried to charge something I would have known that. I do n't, very often, shop at Home Depot. 
While on the phone with the supervisor I paid the balance of my account, {$130.00}, and figured everything was OK. I asked them to remove the delinquency from my account and they told me they would not do that because it was not the bank 's fault the payment was late.I wonder how long it would have been if XXXX XXXX had not notified me of the problem. 
We spend half the year in XXXX and the other half in XXXX, I always fill out the "" change of address '' form at the post office, that rarely works smoothly. But I received and paid my XXXX, XXXX, and XXXX bill from Home Depot Credit. 
I have NO idea why XXXX 's bill was returned to Home Depot Credit, and they wo n't prove to me that it was. 
I have since talked to many of their "" supervisors '' as well as all three credit reporting agencies. They have contacted Citi Bank to see if they could change the status of the delinquency, but they refuse saying it was not the banks fault and I should have been paying on that account even though I was NOT receiving any monthly statements. 
I was told by one supervisor that they do n't have time to "" chase down '' everybody that 's late paying their bill. Another told me it would take "" a skyscraper full of people '' to contact people who have problems with their account. This ca n't be true because 3 yeras ago Sears Credit, also handled by Citi Bank, called me via robot computer and told me to call customer service about my account. I do n't recall what the problem was but it was solved then and there, they said they reach out to their customers as soon as a payment is late. 
I called 4 other credit card companies, and they said the same thing, but not Citi Bank. It seems as though they are just trying to cover up some mistake they made, the did send me a check for the late fees that accrued. 
I now have a "" black '' mark on my otherwise perfect credit reports of about 40 years. This is devastating to me because I 'm real proud of my credit history, now it 's messed up because of this mess. 
I 've contacted a Consumer Law attorney to see what my options are and I 'm not going to give up until CitiBank corrects their mistake. 
",Company chooses not to provide a public response,Citibank,MI,481XX,Older American,Consent provided,Web,08/05/2015,Closed with non-monetary relief,Yes,No,1504631
08/05/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,"SunTrust Banks, Inc.",NY,142XX,,Other,Web,08/05/2015,Closed with explanation,Yes,No,1505019
08/01/2015,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"On XXXX XXXX, XXXX, I received a court summons that I am being sued for a XXXX time for a credit card debt sold to a law firm that specializes in debt collection. The first case was dismissed. The summons states that they gained possession of the debt in the same day the bank charged it off, XXXX/XXXX/XXXX. It also falsely states that I had made partial payments towards this debt that has been received and credited during this period with last payment made to law office XXXX/XXXX/XXXX. I was unemployed during that period of time and financially unable to make any payments to the credit counseling service that I worked with in XX/XX/XXXX to resolve my debt issues. My question is does the statue of limitations apply during the XXXX years that my account was sold to the collection agency? Is Howard Lee Schiff, LLC violating my consumer rights by re-aging a debit for the same party that sued me previously dismissed by the same court I must appear in front of again : XXXX District Small Claims Division on XXXX XXXX, XXXX? Massachusetts XXXX XXXX, XXXX XXXX, XXXX XXXX states that I must be sued within XXXX years after cause of action. I interpret this to be when the debt was purchased in XX/XX/XXXX, not when a payment was last made in XXXX XXXX. Is my interpretation correct? Thank you. 
",,"Law Offices Howard Lee Schiff, P.C.",MA,021XX,,Consent provided,Web,08/06/2015,Closed with monetary relief,Yes,Yes,1497888
08/17/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NY,13603,Servicemember,Consent not provided,Web,08/17/2015,Closed with explanation,Yes,No,1521239
08/01/2015,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"On XXXX XXXX, XXXX, I received a court summons that I am being sued for a XXXX time for a credit card debt sold to a law firm that specializes in debt collection. The XXXX case was dismissed. The summons states that they gained possession of the debt in the same day the bank charged it off, XXXX/XXXX/XXXX. It also falsely states that I had made partial payments towards this debt that has been received and credited during this period with last payment made to law office XXXX/XXXX/XXXX. I was unemployed during that period of time and financially unable to make any payments to the credit counseling service that I worked with in XXXX to resolve my debt issues. My question is does the statue of limitations apply during the XXXX years that my account was sold to the collection agency? Is XXXX XXXX XXXX, XXXX violating my consumer rights by re-aging a debit for the same party that sued me previously dismissed by the same court I must appear in front of again : XXXX XXXX XXXX Claims Division on XXXX XXXX, XXXX? Massachusetts Statue Limitations, Chapter XXXX, Section XXXX states that I must be sued within XXXX years after cause of action. I interpret this to be when the debt was purchased in XXXX, not when a payment was last made in XXXX XXXX. Is my interpretation correct? Thank you. 
",,Encore Capital Group,MA,021XX,,Consent provided,Web,08/06/2015,Closed with monetary relief,Yes,Yes,1497889
08/05/2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"The one debt was from a phone company XXXX XXXX XXXX. They charged me for a service that I never received. I tried to cancel the service in which I paid but never received, but they gave me the run around. They would n't let me cancel so I went to a different phone company and the first company put me in debt for the contract. I filed a dispute which never showed up through XXXX XXXX. It 's been over 2 months and I have n't seen anything for the dispute. 
",Company disputes the facts presented in the complaint,ERC,FL,334XX,,Consent provided,Web,08/05/2015,Closed with non-monetary relief,Yes,No,1504648
08/01/2015,Credit card,,Delinquent account,,"Capitol One is unable to verify information listed on my credit file. I spoke to XXXX representatives at Capitol One and neither one was able to verify the information being reported by the XXXX CRA. On XXXX/XXXX/15 aprx XXXX. I called Capitol One at XXXX .Customer Service Rep XXXX Stated he was not able to verify any old statements or verify the date of first delinquency. On Monday XXXX/XXXX/15 a Customer service rep stated I would receive a return call from Capitol One to discuss the account the next day. I was not contacted by anyone from Captiol on 
",,Capital One,FL,336XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1497812
07/28/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NY,11520,Older American,N/A,Referral,07/30/2015,Closed with explanation,Yes,No,1490443
08/01/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",SC,29229,Servicemember,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,No,1497896
08/01/2015,Credit reporting,,Credit monitoring or identity protection,Billing dispute,"Experian is a credit report agency. In order to view your credit report with your score you must pay {$1.00} and then they AUTOMATICALLY enroll you in their credit monitoring service for {$21.00} a month. There is no way around this. Then if you do n't cancel within 7 days, they charge you the {$21.00}. This is in small print. They do n't send you a reminder email or anything. They are hoping that the average consumer will forget about it until they charge you. Then, even if you cancel as soon as they charge you, they will not prorate any of the money back to your account. This is not fair to consumers. The onus should not be on consumers to opt out of something seven days later. You should be able to opt out of the service immediately. Also, if you cancel they should prorate the unused portion of the service. A company SHOULD NOT be able to rob hard working Americans of {$21.00} through these sneaky tactics. I expect more from an agency who is has so much power over the livelihood of American, but instead they are robbing us. CFPB, please make this company change this policy. It is unfair and predatory and this company is making money not by providing a service, but by hoping that Americans are inattentive and forgetful. It 's not right. 
",Company chooses not to provide a public response,Experian,FL,328XX,,Consent provided,Web,08/01/2015,Closed with monetary relief,Yes,No,1497897
08/01/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Since PNC purchased my Mortgage note, I have had nothing but problems logging in their website to check where my account is at. Their EST hours make it difficult for me to contact their support. I get no paper statements, they charge me for online mortgage payments ( my other lender did not ). Nothing but problems. 
",,PNC Bank N.A.,CA,932XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1497903
08/01/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,IL,60615,,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,No,1497900
08/05/2015,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,"I got an online loan through the company XXXX and paid off my debt. My wife got a a call from High Point Asset Inc, saying that I owe a debt. They disclosed all my personal information to my wife without my consent, said that they would call the police on me, and said they would prefer that I pay them with a pre-paid card. My wife asked them to send me a verification of debt through XXXX XXXX, which they did. The verification of debt did not have an original account number for my loan, their address of the business is a XXXX, my apartment number was n't listed, and did not include information about my rights under the federal Fair Debt Collection Practices Act. Also, the company they are collecting for is no longer in business and XXXX has listed that the former lawyer be called if another debt collection company tries to collect on their behalf. I have proof that my debt was paid. 
",,High Point Asset Inc,CA,933XX,,Consent provided,Web,09/21/2015,Closed with explanation,No,Yes,1504655
08/01/2015,Consumer Loan,Vehicle loan,Taking out the loan or lease,,"When my ex and I we married and did n't have great credit we went got a vehicle loan together. The loan was over {$400.00} per month which was ok when we were married. Once we divorced and I was the only one making the payments it became too much for me to afford. I called and asked if there was anything they could do to help. I asked if I could trade the vehicle I was currently paying on for something less expensive so that I would still have a vehicle and that I would be able to afford. They informed me that they could not help me with changing out my vehicle to make the payment lower for me and that I would have to find a way to still make the payments of over {$400.00} or simply turn the vehicle back in and loose everything I had already paid and be left without a vehicle. I 'm still being forced to make outrageous payments as a single mother of XXXX children with no help or assistance. 
",Company chooses not to provide a public response,DriveTime,AL,366XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1497906
08/05/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"Asset Management Outsourcing, Inc.",GA,30127,Older American,Consent not provided,Web,08/05/2015,Closed with explanation,Yes,No,1504663
08/05/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,U.S. Bancorp,MO,65459,,Consent not provided,Web,08/05/2015,Closed with explanation,Yes,No,1502848
08/11/2015,Credit reporting,,Incorrect information on credit report,Account status,"got a home equity loan in XX/XX/XXXX got pay of balance for my card + husbands at XXXX XXXX, Mailed both checks on about XXXX. The credir card company applied XXXX payments to my husbands account, leaving mine past due and over the limit. I did not discover their error until XXXX at which time I called and inquired about status of card, they finally applied payment to my account on XX/XX/XXXX. They accumulated late fees during that time and now say I owe {$630.00} I have been fighting this for 5 yrs. It is clearly their error. I have receipt of check from bank and statement showing when payoff was applied from XXXX XXXX. I contacted them within 30 days by mail to dispute it but they say they never got letter, so this is on my credit report, I have tried to resolve this matter but the card co. says because I mailed XXXX payments in same envelope is why they applied it to husbands acct. both checks were clearly written with each name and acct # on them. I can not be responsible for their mistake, they have hired collection cos. and when I explain the situation they just say well we are n't going to resume any collection from you, so they hire another XXXX. This is crazy, I told the gentleman last time he called that if Husbands card was over paid by law they were send overpayment to him. Then and only then did the phone calls stop, our bank has been contacted in this matter but does n't seem to want to help even thou they wrote the check. Do n't know what to do at this point. 
",Company chooses not to provide a public response,Experian,PA,193XX,,Consent provided,Web,08/12/2015,Closed with explanation,Yes,No,1512806
08/01/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"I call XXXX customer service and told them my address XXXX, TX XXXX ends at XXXX the XXXX day of XXXX PREVIOUS BALANCE Payment Receive XXXX/XXXX/2014 {$26.00}, XXXX there lease agency told I had to move out this apartment on XXXX XXXX, 2014 at XXXX. I move with XXXX and call and told XXXX customer service to disconnect XXXX account on XXXX XXXX,2014. see on this Bill Date : XXXX/XXXX/14 Past Due After XXXX/XXXX/14. Current Gas Charge Total XXXX TAX/FEE CHARGE TOTAL XXXX CURRENT CHARGES XXXX TOTAL AMOUNT DUE XXXX. Are someone at XXXX employer and employee steals and uses your personal information do fraud and put fraudulent charged on your billing account related to identity theft. I am disputing these fraudulent bills charges on my XXXX Costumer Number XXXX Customer Name XXXX, TX XXXX. Account close out XXXX XXXX, 2014. Billing Date XXXX/XXXX/14 PAST DUE AFTER XXXX/XXXX/14 XXXX, PAST DUE XXXX/XXXX/14 XXXX Final Bill PERVIOUS BALANCE XXXX these bill are like the same billing XXXX/XXXX/14 past due XXXX/XXXX/14 XXXX, Billing Date XXXX/XXXX/14 past due XXXX/XXXX/14 XXXX, billing Date : XXXX/XXXX/14 Past Due After XXXX/XXXX/14 XXXX see these attachment the XXXX bills date XXXX/XXXX/14 past due after XXXX/XXXX/14, Payment received XXXX/XXXX/2014, XXXX Current Gas Charge Total XXXX Tax/Fee Charge Total XXXX Total Amount Due XXXX, Previous Date XXXX/XXXX/14 Past Due After XXXX/XXXX/14 Pay Receive XXXX/XXXX/2014 XXXX tax XXXX = XXXX, they are not the same like Current Charges and Tax/Fee Charges Total, Total Amount Due date XXXX/XXXX/14, XXXX/XXXX/14 and date XXXX/XXXX/14 disputing fraudulent charges XXXX accounts identity theftXXXX XXXX employer and employee told me there collection agency Professional Finance Company , Inc will get the {$56.00} dollar from me are mass up, this is company 's do when you close out your account with them. they call there collection agency for more money from there customers and mass up your credit. This is not rightSincerely, XXXX XXXX 
",Company believes it acted appropriately as authorized by contract or law,"Professional Finance Company, Inc.",TX,752XX,Older American,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1497817
08/01/2015,Mortgage,Other mortgage,Settlement process and costs,,"I worked for about two months but got terminated for complaining about employment and RESPA violations at First Title & Escrow , Inc. headquartered at XXXX XXXX XXXX, XXXX XXXX, XXXX, XXXX XXXX with phone number ( XXXX ) XXXX. They have offices in other states but I worked in XXXX at XXXX XXXX XXXX XXXX, XXXX XXXX, XXXX, XXXX XXXX. 
This company is doing about XXXX transactions a month and I highly suspect they are not compliant with RESPA regulations for kickbacks or marketing service agreements. I know that their main source of business in XXXX XXXX in XXXX, XXXX comes from a marketer, XXXX XXXX, who is the daughter of the President/Executive of XXXX XXXX XXXX, XXXX which I think maybe in violation of a mortgage kickback scheme since they can not be an affiliate of the mortgage company. 
Please investigate this company. XXXX cases a month from honest marketing efforts -- I highly doubt it. This will be very similar to the XXXX company you investigated. 
XXXX 
",Company disputes the facts presented in the complaint,"First Title & Escrow, Inc",VA,220XX,,Consent provided,Web,08/19/2015,Closed with explanation,Yes,No,1497917
07/28/2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,"This was a payroll check from my job. This collection agency is telling me they are a law firm and they are going to sue me. Never read me the mini Miranda. Called my stepmother and told her I wrote a bad check and released all my information to her. 
",Company believes it acted appropriately as authorized by contract or law,"Financial Filing & Reporting, Inc.",FL,322XX,,Consent provided,Web,08/06/2015,Closed with explanation,Yes,No,1490493
08/05/2015,Bank account or service,Checking account,Deposits and withdrawals,,,,Comerica,MI,48076,,Consent not provided,Web,08/05/2015,Closed with explanation,Yes,No,1504666
08/06/2015,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,Company chooses not to provide a public response,"P.S.C., Inc",WA,98588,,Consent not provided,Web,08/06/2015,Closed with explanation,Yes,No,1507244
08/01/2015,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,"CMRE Financial Services is, apparently, a collection agency. I received medical services and my insurance was billed. I received a bill for {$100.00} but knew that I was covered for it by insurance. I called the medical provider and they said to just wait, the insurance had been billed. The was the last I heard of it. I assumed that the medical provider had been paid as I never received another bill from them. Sometime later, ( 1 year or more ) I received a bill from CMRE for the same {$100.00}. I called and asked what it was about. They said that insurance had not paid and I was liable. They NEVER said that they were a collection agency. I thought they were a biller for the medical provider. I still believed that my insurance should have paid the {$100.00}, but felt that it would be faster & easier to just pay it. I did not want any derogatory information to appear on my credit report. Now, another year has passed, and it seems CMRE was/is a collection agency and the payment has affected my credit. I would never have just paid it, if I knew that. I would have gone directly to the medical provider and hashed it out with them and my insurance company. In short, I should not have a "" collection '' account on my credit report as I was tricked into paying them in lieu of fighting the charge with the medical provider. 
",Company chooses not to provide a public response,"CMRE Financial Services, Inc.",CA,920XX,Servicemember,Consent provided,Web,08/18/2015,Closed with explanation,No,Yes,1497808
08/01/2015,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,CA,92683,Servicemember,Consent not provided,Web,08/02/2015,Closed with explanation,Yes,No,1498163
08/11/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,ID,83702,,N/A,Postal mail,08/18/2015,Closed with explanation,Yes,No,1514014
07/28/2015,Credit card,,Rewards,,,,Discover,PA,15212,Older American,N/A,Phone,07/28/2015,Closed with monetary relief,Yes,No,1490523
07/28/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,"Select Portfolio Servicing, Inc",OK,44120,Older American,N/A,Phone,07/29/2015,Closed with explanation,Yes,Yes,1490524
08/01/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",TX,75034,,Consent not provided,Web,08/01/2015,Closed with explanation,Yes,No,1497933
08/01/2015,Debt collection,I do not know,Taking/threatening an illegal action,Sued w/o proper notification of suit,"hello i just received a wage garnishment from asset recovery, but I was not notified prior to being sued, I did not know i had a wage garnishment until i checked my pay stubs then once I received the notice from payroll this is from 2010 i was never served also no settlement letters was sent out, I just finished paying off student loans voluntary so i would have a problem paying them, I tried to reach them several times just to get transferred to many different numbers and then to a voicemail that apparently does not return phone calls this is ridiculous to say the least they cant help when i call but can take money out my checks every week. how can they garnish my wages after no prior notice. A attorney suggest bankruptcy but i think that was just for the money this is becoming very frustrating they are taking more money then the government out of my checks. 
",,Encore Capital Group,MI,490XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1497934
07/28/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Our dental practice received an invoice regarding collections services from Capital Accounts. The services attempting to be collected upon are from patient accounts that were submitted to the collections agency from XXXX under a prior business owners name. 

Our doctor purchased the practice from the doctor in question in XX/XX/XXXX, however all account aging and collections from before the purchase of the practice remained in the prior doctors name and were forwarded to him via postal forwarding. 

Capital Accounts had been unsuccessful in collecting and or contacting the prior doctor and on XX/XX/XXXX someone from their office changed the name on the collections account to our doctor based off of our answering service. 

Once we received the invoice from Capital Accounts we contacted them for more information regarding the account and were notified by their representatives that the debt that they are attempting to collect is not ours. It was also at this time that we were made aware that they changed the name on the collections account after unsuccessfully reaching the prior doctor on our office number. 

During our conversation with Capital Accounts we made them aware that the account in question had been erroneously changed into our doctors name, and that we did not have forwarding or contact information for the prior doctor. XXXX continued to harass and make threats regarding why we were unable to provide information regarding the doctor in question. We attempted to resolve the matter and get a corrected invoice showing that no debt is owed by our doctor, however the harassment and threats continued until XXXX hung up on us. 
",Company chooses not to provide a public response,"Capital Accounts, LLC",CO,809XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,Yes,1490527
07/28/2015,Credit card,,Identity theft / Fraud / Embezzlement,,"In early XXXX, I was contacted by the Risk Management Department of Iberia Bank informing me that my credit card had been compromised. I immediately cancelled the card and a new one was issued to me. I am fairly certain that the card was compromised at the XXXX XXXX in XXXX, XXXX since I place an order for XXXX copies of the paper and incurred a $ XXXX charge. I started to receive merchandise at my home and I contacted the XXXX County Sheriif 's Department and filed a report. The officer told me to keep the '' stuff '' and catalog the products. Several weeks later, I received an affidavit from the Risk group of XXXX and I noted that XXXX of the products I received. The bank had given me credit for all the charges, however, when I received my next statement, the XXXX items were charged to me. I made numerous calls to the XXXX and also to XXXX and spoke with a XXXX XXXX. She then escalated the problem to a person by the name of XXXX in the XXXX. After being offended by her screaming at me over the phone, I asked her what I should do. She told me to return the products to the vendors which I did. On XXXX XXXX, I faxed to her the XXXX receipts and she acknowledged on XXXX XXXX that she received the fax. She then informed that she sent it to "" upper management '' for review and that she would call me on Saturday, XXXX XXXX with an update. She never called! I called her on Monday, XXXX XXXX and asked why she did n't call to which she had no answer. I then told her that I was recording the conversation. She was very pleasant on the call! However, she said once more that "" upper management '' did nothing with the information and said maybe they were on vacation. She declined to give me a name or phone number for "" upper management. '' I sense a great deal of APATHY within her and the department. On XXXX XXXX I spoke to a XXXX in that department and she provided me with a phone number of XXXX to contact. The number was bogus ... .some company trying to sell stuff ... .I felt that they were playing with me ... .and they were. Today, XXXX XXXX I filed a complaint with the BBB. Also, XXXX XXXX of the Sheriff 's department has not spoken with any of the vendors to get the IP address. I feel I had no choice but to escalate this to the Consumer Protection Agency. 
",,IBERIABANK,SC,297XX,Older American,Consent provided,Web,07/28/2015,Closed with monetary relief,Yes,No,1490529
07/28/2015,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,OR,97128,,Consent not provided,Web,07/28/2015,Closed with explanation,Yes,No,1491745
08/05/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"XXXX/XXXX/15 here is a copy of the letter I sent to the company : Wells Fargo Home LoansDear sirs, I received a call today that was very disturbing. I want to express my concern that your collections department is out of control and using bully tactics, high pressure tactics to compel a payment when it is not necessary is poor customer service. 
I have never had a call from collections before the grace period is expired in the 14 years I have had my loan with Wells Fargo or the companies it purchased loan paper from. I was answering a "" no caller ID '' phone call when I was assaulted by your collections representative and I hung up the phone when he was rude to me after I got him to admit that I was within the grace period for payment. These abusive debt collection activities are not welcome. Whenever I am asked, I say no to the question of being set up on an auto dialer. This is in keeping with the Fair Debt Collection guideline : under the heading 806. Harassment or Abuse ( 5 ) Causing a telephone to ring or engaging any person in telephone conversation repeatedly or continuously with intent to annoy, abuse, or harass any person at the called number. 
I want to strongly suggest that he is the kind of collections rep that will give you a bad name. He was disrespectful in his tone and very cold. 
I conjecture that you are training people with this style of collection methods or the department has too many employees so they are making unnecessary calls to practice on people like myself. The only other reason would be that the company is in trouble financially so they are resorting to collecting from those who use the grace period to make sure all bills are taken care of. 
",Company chooses not to provide a public response,Wells Fargo & Company,OR,970XX,,Consent provided,Web,08/05/2015,Closed with explanation,Yes,No,1504702
08/01/2015,Credit reporting,,Incorrect information on credit report,Account status,"Equifax is showing an Open Collection of {$290.00} for XXXX as reported by XXXX XXXX. I had previously contacted them & stated this acct had been inc in my 2009 bankruptcy. They came back & said they verified the debt thru XXXX. I then contacted XXXX & sent them copies of my bankruptcy. It showed the rental property at XXXX XXXX XXXX XXXX VA XXXX, for which the XXXX acct was for, had been surrendered and the XXXX acct listed under creditors. I then heard from XXXX ( XXXX XXXX XXXX with the XXXX Escalation Team. He said XXXX had been instructed to cancel and withdraw the collection and to report this info to the credit bureaus. A week later I obtained a new copy of my credit reports and it was still showing as an Open Collection. I spoke XXXX again and he put me on hold while he called XXXX and spoke with XXXX at XXXX XXXX XXXX XXXX. XXXX said she had been instructed, again, to cancel the collection and withdraw the info fr the cr bureaus. He gave me her contact info and said to call her to confirm. XXXX would not talk to me as it was a collection. She gave the # to their collections dept. ( XXXX ) XXXX. I then spoke XXXX ( XXXX XXXX who said that XXXX had canceled it but they were still reporting it until they were paid by XXXX. I said this was illegal. Once the creditor advised them the account was in error and had been discharged under bankruptcy they had no right to continue reporting it as a collection item. What happens between XXXX and XXXX re payment or cancellation fee is not my concern. 
",,Equifax,GA,305XX,"Older American, Servicemember",Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1498187
08/01/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"household finance moved mortgage to XXXX. This was a 'pay on time and get reduced interest each year ' loan. i had auto payments so my payments were never late in XXXX XXXX years household finance held the mortgage. In XXXX XXXX account number changed when it went to beneficial, auto pay payments for mortgage were misapplied and i was charged late fees and interest. That issue was never cleared up. XXXX charged me for paying property taxes that i had already paid and i provided proof. However they had the wrong amount to begin with and the wrong parcel/land information and apparently the county sent the 'money ' back to XXXX. In XXXX the extra monies taken from my checking account for the erroneous property tax issue and regular mortgage payment, were never applied to my account. This money sat in an "" unapplied funds '' account and i was charged late fees and interest on this as well as the misapplied mortgage payment prior to this. i was assured on several occasions that it would be cleared up and it was n't. I did n't make payments based on the amount of money they had already collected. i sent XXXX payment in XXXX which was cashed, XXXX XXXX payment never cleared, XXXX payment in XXXX returned showing account in default. when questioned where the payments were, i received a detailed billing ( in 3pt font ) in XXXX. XXXX XXXX i was sent a bill and again in XXXX XXXX i again questioned missing payments and if i was in default, why did they cash the XXXX check, why was I being billed and not in foreclosure, etc. In XXXX XXXX I received a letter from XXXX XXXX that Green Tree had my account and to continue sending payments to them. However, i had NO account number, or billing statement. I contacted Green Tree and they never took any information from me but said my account was being 'boarded '. In XXXX XXXX, XXXX XXXX, not XXXX, sent me a lien release. XXXX XXXX XXXX XXXX sent me a zero dollar balance statement of my account. XXXX XXXX, XXXX Green Tree 's collection agency sent me a collection letter that they acquired my account XXXX/XXXX/XXXX for alleged mortgage amount with option to dispute amount and fees, taxes, etc would be settled up once they received that large lump sum. I checked with the county deed 's registrar 's office and household finance shows my lien was released in XXXX. The XXXX XXXX letter is also the very first time I was ever provided an account number. No one has addressed why XXXX finance did n't put property tax money in escrow, where the misapplied funds are and how much my true balance is based on the errors in XXXX. Not one foreclosure notice from either agency. All i know at this point, XXXX released the lien 11 years prior to moving my mortgage in XXXX, never cleared up the account issues and nullified the action of account with them being in default by cashing check in XXXX. It appears that in order to avoid further issues, XXXX XXXX sold the mortgage in a 'batch ' and let Green Tree settle. However, Green Tree could not provide information ( XXXX & XXXX ) never took my name or social security number to research and I was told by a representative that she could n't help me until after i received a special letter or she would be fired. I want them to release the debt that XXXX has already written off as bad debt, which was actually due to their error they never fixed, and remove it from my credit report and leave my home and well being alone. 
",Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,MI,482XX,,Consent provided,Web,08/03/2015,Closed with non-monetary relief,Yes,Yes,1497942
08/05/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,PA,19539,,Consent not provided,Web,08/05/2015,Closed,Yes,No,1504710
